Store,Dept,Date,Weekly_Sales,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5
3,3,2/5/10,4710.29,45.71,2.572,-1,-1,-1,-1,-1
3,4,2/5/10,8495.1,45.71,2.572,-1,-1,-1,-1,-1
3,5,2/5/10,15051.48,45.71,2.572,-1,-1,-1,-1,-1
3,6,2/5/10,2181.93,45.71,2.572,-1,-1,-1,-1,-1
3,7,2/5/10,8914.32,45.71,2.572,-1,-1,-1,-1,-1
3,8,2/5/10,9556.23,45.71,2.572,-1,-1,-1,-1,-1
3,9,2/5/10,4349.71,45.71,2.572,-1,-1,-1,-1,-1
3,10,2/5/10,11396.86,45.71,2.572,-1,-1,-1,-1,-1
3,11,2/5/10,4893.73,45.71,2.572,-1,-1,-1,-1,-1
3,12,2/5/10,2353.57,45.71,2.572,-1,-1,-1,-1,-1
3,13,2/5/10,11747.06,45.71,2.572,-1,-1,-1,-1,-1
3,14,2/5/10,4615.67,45.71,2.572,-1,-1,-1,-1,-1
4,1,2/5/10,38724.42,43.76,2.598,-1,-1,-1,-1,-1
4,2,2/5/10,91481.24,43.76,2.598,-1,-1,-1,-1,-1
4,3,2/5/10,16166.02,43.76,2.598,-1,-1,-1,-1,-1
4,4,2/5/10,59554.57,43.76,2.598,-1,-1,-1,-1,-1
4,5,2/5/10,48602.55,43.76,2.598,-1,-1,-1,-1,-1
4,6,2/5/10,10216.17,43.76,2.598,-1,-1,-1,-1,-1
4,7,2/5/10,37239.25,43.76,2.598,-1,-1,-1,-1,-1
4,8,2/5/10,71562.58,43.76,2.598,-1,-1,-1,-1,-1
4,9,2/5/10,21654.54,43.76,2.598,-1,-1,-1,-1,-1
4,10,2/5/10,34932.26,43.76,2.598,-1,-1,-1,-1,-1
4,11,2/5/10,30263.01,43.76,2.598,-1,-1,-1,-1,-1
4,12,2/5/10,8245.06,43.76,2.598,-1,-1,-1,-1,-1
4,13,2/5/10,75841.39,43.76,2.598,-1,-1,-1,-1,-1
4,14,2/5/10,28027.75,43.76,2.598,-1,-1,-1,-1,-1
5,1,2/5/10,9323.89,39.7,2.572,-1,-1,-1,-1,-1
5,2,2/5/10,11955.45,39.7,2.572,-1,-1,-1,-1,-1
5,3,2/5/10,4190.2,39.7,2.572,-1,-1,-1,-1,-1
5,4,2/5/10,9282.86,39.7,2.572,-1,-1,-1,-1,-1
5,5,2/5/10,10934.88,39.7,2.572,-1,-1,-1,-1,-1
5,6,2/5/10,1373.45,39.7,2.572,-1,-1,-1,-1,-1
5,7,2/5/10,4401.08,39.7,2.572,-1,-1,-1,-1,-1
5,8,2/5/10,14337.76,39.7,2.572,-1,-1,-1,-1,-1
5,9,2/5/10,4877.38,39.7,2.572,-1,-1,-1,-1,-1
5,10,2/5/10,8372.87,39.7,2.572,-1,-1,-1,-1,-1
5,11,2/5/10,5501.87,39.7,2.572,-1,-1,-1,-1,-1
5,12,2/5/10,2138.59,39.7,2.572,-1,-1,-1,-1,-1
5,13,2/5/10,11468.24,39.7,2.572,-1,-1,-1,-1,-1
5,14,2/5/10,3327.63,39.7,2.572,-1,-1,-1,-1,-1
6,1,2/5/10,25619,40.43,2.572,-1,-1,-1,-1,-1
6,2,2/5/10,50810.04,40.43,2.572,-1,-1,-1,-1,-1
6,3,2/5/10,14831,40.43,2.572,-1,-1,-1,-1,-1
6,4,2/5/10,35192.87,40.43,2.572,-1,-1,-1,-1,-1
6,5,2/5/10,41607.89,40.43,2.572,-1,-1,-1,-1,-1
6,6,2/5/10,8301.2,40.43,2.572,-1,-1,-1,-1,-1
6,7,2/5/10,23567.81,40.43,2.572,-1,-1,-1,-1,-1
6,8,2/5/10,51620.42,40.43,2.572,-1,-1,-1,-1,-1
6,9,2/5/10,26716.19,40.43,2.572,-1,-1,-1,-1,-1
6,10,2/5/10,43843.57,40.43,2.572,-1,-1,-1,-1,-1
6,11,2/5/10,21103.95,40.43,2.572,-1,-1,-1,-1,-1
6,12,2/5/10,7150.11,40.43,2.572,-1,-1,-1,-1,-1
6,13,2/5/10,39860.7,40.43,2.572,-1,-1,-1,-1,-1
6,14,2/5/10,28269.16,40.43,2.572,-1,-1,-1,-1,-1
1,1,2/12/10,46039.49,38.51,2.548,-1,-1,-1,-1,-1
1,2,2/12/10,44682.74,38.51,2.548,-1,-1,-1,-1,-1
1,3,2/12/10,10887.84,38.51,2.548,-1,-1,-1,-1,-1
1,4,2/12/10,35351.21,38.51,2.548,-1,-1,-1,-1,-1
1,5,2/12/10,29620.81,38.51,2.548,-1,-1,-1,-1,-1
1,6,2/12/10,9135,38.51,2.548,-1,-1,-1,-1,-1
1,7,2/12/10,18310.31,38.51,2.548,-1,-1,-1,-1,-1
1,8,2/12/10,37334.83,38.51,2.548,-1,-1,-1,-1,-1
1,9,2/12/10,16562.49,38.51,2.548,-1,-1,-1,-1,-1
1,10,2/12/10,31494.77,38.51,2.548,-1,-1,-1,-1,-1
1,11,2/12/10,21760.75,38.51,2.548,-1,-1,-1,-1,-1
1,12,2/12/10,8654.07,38.51,2.548,-1,-1,-1,-1,-1
1,13,2/12/10,36476.4,38.51,2.548,-1,-1,-1,-1,-1
1,14,2/12/10,18129.02,38.51,2.548,-1,-1,-1,-1,-1
2,1,2/12/10,60483.7,38.49,2.548,-1,-1,-1,-1,-1
2,2,2/12/10,65487.46,38.49,2.548,-1,-1,-1,-1,-1
2,3,2/12/10,13821.01,38.49,2.548,-1,-1,-1,-1,-1
2,4,2/12/10,44197.95,38.49,2.548,-1,-1,-1,-1,-1
2,5,2/12/10,37978.19,38.49,2.548,-1,-1,-1,-1,-1
2,6,2/12/10,12491.16,38.49,2.548,-1,-1,-1,-1,-1
2,7,2/12/10,29067.99,38.49,2.548,-1,-1,-1,-1,-1
2,8,2/12/10,63393.29,38.49,2.548,-1,-1,-1,-1,-1
2,9,2/12/10,21365.98,38.49,2.548,-1,-1,-1,-1,-1
2,10,2/12/10,37984.44,38.49,2.548,-1,-1,-1,-1,-1
2,11,2/12/10,18323.66,38.49,2.548,-1,-1,-1,-1,-1
2,12,2/12/10,6507.63,38.49,2.548,-1,-1,-1,-1,-1
2,13,2/12/10,47186.1,38.49,2.548,-1,-1,-1,-1,-1
2,14,2/12/10,22993.48,38.49,2.548,-1,-1,-1,-1,-1
3,1,2/12/10,12748.72,47.93,2.548,-1,-1,-1,-1,-1
3,2,2/12/10,15177.3,47.93,2.548,-1,-1,-1,-1,-1
3,3,2/12/10,4887.08,47.93,2.548,-1,-1,-1,-1,-1
3,4,2/12/10,8489.46,47.93,2.548,-1,-1,-1,-1,-1
3,5,2/12/10,12981.72,47.93,2.548,-1,-1,-1,-1,-1
3,6,2/12/10,2605.51,47.93,2.548,-1,-1,-1,-1,-1
3,7,2/12/10,8087.19,47.93,2.548,-1,-1,-1,-1,-1
3,8,2/12/10,8134.91,47.93,2.548,-1,-1,-1,-1,-1
3,9,2/12/10,4043.26,47.93,2.548,-1,-1,-1,-1,-1
3,10,2/12/10,9630.52,47.93,2.548,-1,-1,-1,-1,-1
3,11,2/12/10,4987.86,47.93,2.548,-1,-1,-1,-1,-1
3,12,2/12/10,2471.91,47.93,2.548,-1,-1,-1,-1,-1
3,13,2/12/10,10785.3,47.93,2.548,-1,-1,-1,-1,-1
3,14,2/12/10,5336.32,47.93,2.548,-1,-1,-1,-1,-1
4,1,2/12/10,69872.44,28.84,2.573,-1,-1,-1,-1,-1
4,2,2/12/10,85763.19,28.84,2.573,-1,-1,-1,-1,-1
4,3,2/12/10,16384.59,28.84,2.573,-1,-1,-1,-1,-1
4,4,2/12/10,54069.82,28.84,2.573,-1,-1,-1,-1,-1
4,5,2/12/10,48016.95,28.84,2.573,-1,-1,-1,-1,-1
4,6,2/12/10,9609.3,28.84,2.573,-1,-1,-1,-1,-1
4,7,2/12/10,37175.62,28.84,2.573,-1,-1,-1,-1,-1
4,8,2/12/10,66308.14,28.84,2.573,-1,-1,-1,-1,-1
4,9,2/12/10,23199.13,28.84,2.573,-1,-1,-1,-1,-1
4,10,2/12/10,31909.34,28.84,2.573,-1,-1,-1,-1,-1
4,11,2/12/10,24014.25,28.84,2.573,-1,-1,-1,-1,-1
4,12,2/12/10,6688.85,28.84,2.573,-1,-1,-1,-1,-1
4,13,2/12/10,71040.18,28.84,2.573,-1,-1,-1,-1,-1
4,14,2/12/10,29498.57,28.84,2.573,-1,-1,-1,-1,-1
5,1,2/12/10,16861.1,39.81,2.548,-1,-1,-1,-1,-1
5,2,2/12/10,11794.51,39.81,2.548,-1,-1,-1,-1,-1
5,3,2/12/10,3661.66,39.81,2.548,-1,-1,-1,-1,-1
5,4,2/12/10,9266.08,39.81,2.548,-1,-1,-1,-1,-1
5,5,2/12/10,9035.23,39.81,2.548,-1,-1,-1,-1,-1
5,6,2/12/10,1560.2,39.81,2.548,-1,-1,-1,-1,-1
5,7,2/12/10,4259.2,39.81,2.548,-1,-1,-1,-1,-1
5,8,2/12/10,13575.76,39.81,2.548,-1,-1,-1,-1,-1
5,9,2/12/10,4332,39.81,2.548,-1,-1,-1,-1,-1
5,10,2/12/10,8395.71,39.81,2.548,-1,-1,-1,-1,-1
5,11,2/12/10,4359.56,39.81,2.548,-1,-1,-1,-1,-1
5,12,2/12/10,1942.46,39.81,2.548,-1,-1,-1,-1,-1
5,13,2/12/10,10153.08,39.81,2.548,-1,-1,-1,-1,-1
5,14,2/12/10,3208.93,39.81,2.548,-1,-1,-1,-1,-1
6,1,2/12/10,43749.81,40.57,2.548,-1,-1,-1,-1,-1
6,2,2/12/10,46456.01,40.57,2.548,-1,-1,-1,-1,-1
6,3,2/12/10,13474.87,40.57,2.548,-1,-1,-1,-1,-1
6,4,2/12/10,30612.26,40.57,2.548,-1,-1,-1,-1,-1
6,5,2/12/10,37828.68,40.57,2.548,-1,-1,-1,-1,-1
6,6,2/12/10,10451.34,40.57,2.548,-1,-1,-1,-1,-1
6,7,2/12/10,23623.74,40.57,2.548,-1,-1,-1,-1,-1
6,8,2/12/10,45273.06,40.57,2.548,-1,-1,-1,-1,-1
6,9,2/12/10,31084.95,40.57,2.548,-1,-1,-1,-1,-1
6,10,2/12/10,43192.85,40.57,2.548,-1,-1,-1,-1,-1
6,11,2/12/10,18187.42,40.57,2.548,-1,-1,-1,-1,-1
6,12,2/12/10,6022.5,40.57,2.548,-1,-1,-1,-1,-1
6,13,2/12/10,37447.6,40.57,2.548,-1,-1,-1,-1,-1
6,14,2/12/10,24756,40.57,2.548,-1,-1,-1,-1,-1
1,1,2/19/10,41595.55,39.93,2.514,-1,-1,-1,-1,-1
1,2,2/19/10,47928.89,39.93,2.514,-1,-1,-1,-1,-1
1,3,2/19/10,11523.47,39.93,2.514,-1,-1,-1,-1,-1
1,4,2/19/10,36826.95,39.93,2.514,-1,-1,-1,-1,-1
1,5,2/19/10,26468.27,39.93,2.514,-1,-1,-1,-1,-1
1,6,2/19/10,6060.26,39.93,2.514,-1,-1,-1,-1,-1
1,7,2/19/10,19985.2,39.93,2.514,-1,-1,-1,-1,-1
1,8,2/19/10,38717.6,39.93,2.514,-1,-1,-1,-1,-1
1,9,2/19/10,15880.85,39.93,2.514,-1,-1,-1,-1,-1
1,10,2/19/10,29634.13,39.93,2.514,-1,-1,-1,-1,-1
1,11,2/19/10,18706.21,39.93,2.514,-1,-1,-1,-1,-1
1,12,2/19/10,9165.98,39.93,2.514,-1,-1,-1,-1,-1
1,13,2/19/10,37857.68,39.93,2.514,-1,-1,-1,-1,-1
1,14,2/19/10,17491.36,39.93,2.514,-1,-1,-1,-1,-1
2,1,2/19/10,58221.52,39.69,2.514,-1,-1,-1,-1,-1
2,2,2/19/10,70853.58,39.69,2.514,-1,-1,-1,-1,-1
2,3,2/19/10,14607.28,39.69,2.514,-1,-1,-1,-1,-1
2,4,2/19/10,46131.14,39.69,2.514,-1,-1,-1,-1,-1
2,5,2/19/10,31620.12,39.69,2.514,-1,-1,-1,-1,-1
2,6,2/19/10,10592.63,39.69,2.514,-1,-1,-1,-1,-1
2,7,2/19/10,31003.4,39.69,2.514,-1,-1,-1,-1,-1
2,8,2/19/10,66589.27,39.69,2.514,-1,-1,-1,-1,-1
2,9,2/19/10,25458.81,39.69,2.514,-1,-1,-1,-1,-1
2,10,2/19/10,38889.43,39.69,2.514,-1,-1,-1,-1,-1
2,11,2/19/10,19504.74,39.69,2.514,-1,-1,-1,-1,-1
2,12,2/19/10,6786.66,39.69,2.514,-1,-1,-1,-1,-1
2,13,2/19/10,51947.05,39.69,2.514,-1,-1,-1,-1,-1
2,14,2/19/10,25802.77,39.69,2.514,-1,-1,-1,-1,-1
3,1,2/19/10,8918.31,47.07,2.514,-1,-1,-1,-1,-1
3,2,2/19/10,15676.11,47.07,2.514,-1,-1,-1,-1,-1
3,3,2/19/10,4461.75,47.07,2.514,-1,-1,-1,-1,-1
3,4,2/19/10,7824.13,47.07,2.514,-1,-1,-1,-1,-1
3,5,2/19/10,12577.82,47.07,2.514,-1,-1,-1,-1,-1
3,6,2/19/10,2767.05,47.07,2.514,-1,-1,-1,-1,-1
3,7,2/19/10,8767.34,47.07,2.514,-1,-1,-1,-1,-1
3,8,2/19/10,9049.87,47.07,2.514,-1,-1,-1,-1,-1
3,9,2/19/10,5073.94,47.07,2.514,-1,-1,-1,-1,-1
3,10,2/19/10,10805.61,47.07,2.514,-1,-1,-1,-1,-1
3,11,2/19/10,5528.31,47.07,2.514,-1,-1,-1,-1,-1
3,12,2/19/10,2292.06,47.07,2.514,-1,-1,-1,-1,-1
3,13,2/19/10,10945.53,47.07,2.514,-1,-1,-1,-1,-1
3,14,2/19/10,5136.54,47.07,2.514,-1,-1,-1,-1,-1
4,1,2/19/10,49937.09,36.45,2.54,-1,-1,-1,-1,-1
4,2,2/19/10,86570.21,36.45,2.54,-1,-1,-1,-1,-1
4,3,2/19/10,15062.54,36.45,2.54,-1,-1,-1,-1,-1
4,4,2/19/10,53939.17,36.45,2.54,-1,-1,-1,-1,-1
4,5,2/19/10,45376.6,36.45,2.54,-1,-1,-1,-1,-1
4,6,2/19/10,7730.32,36.45,2.54,-1,-1,-1,-1,-1
4,7,2/19/10,35309.25,36.45,2.54,-1,-1,-1,-1,-1
4,8,2/19/10,67007.65,36.45,2.54,-1,-1,-1,-1,-1
4,9,2/19/10,23622.09,36.45,2.54,-1,-1,-1,-1,-1
4,10,2/19/10,32497.59,36.45,2.54,-1,-1,-1,-1,-1
4,11,2/19/10,22935.19,36.45,2.54,-1,-1,-1,-1,-1
4,12,2/19/10,6791.47,36.45,2.54,-1,-1,-1,-1,-1
4,13,2/19/10,68049.36,36.45,2.54,-1,-1,-1,-1,-1
4,14,2/19/10,26141.68,36.45,2.54,-1,-1,-1,-1,-1
5,1,2/19/10,11417.67,41.14,2.514,-1,-1,-1,-1,-1
5,2,2/19/10,11707.09,41.14,2.514,-1,-1,-1,-1,-1
5,3,2/19/10,3475.84,41.14,2.514,-1,-1,-1,-1,-1
5,4,2/19/10,9595.35,41.14,2.514,-1,-1,-1,-1,-1
5,5,2/19/10,9193.38,41.14,2.514,-1,-1,-1,-1,-1
5,6,2/19/10,1380.63,41.14,2.514,-1,-1,-1,-1,-1
5,7,2/19/10,4277.95,41.14,2.514,-1,-1,-1,-1,-1
5,8,2/19/10,14362.02,41.14,2.514,-1,-1,-1,-1,-1
5,9,2/19/10,5719.66,41.14,2.514,-1,-1,-1,-1,-1
5,10,2/19/10,9058,41.14,2.514,-1,-1,-1,-1,-1
5,11,2/19/10,5805.52,41.14,2.514,-1,-1,-1,-1,-1
5,12,2/19/10,2189.75,41.14,2.514,-1,-1,-1,-1,-1
5,13,2/19/10,10754.05,41.14,2.514,-1,-1,-1,-1,-1
5,14,2/19/10,3865.93,41.14,2.514,-1,-1,-1,-1,-1
6,1,2/19/10,34750.82,43.58,2.514,-1,-1,-1,-1,-1
6,2,2/19/10,48127.95,43.58,2.514,-1,-1,-1,-1,-1
6,3,2/19/10,13121.03,43.58,2.514,-1,-1,-1,-1,-1
6,4,2/19/10,31553.54,43.58,2.514,-1,-1,-1,-1,-1
6,5,2/19/10,36062.33,43.58,2.514,-1,-1,-1,-1,-1
6,6,2/19/10,8612.88,43.58,2.514,-1,-1,-1,-1,-1
6,7,2/19/10,25015.36,43.58,2.514,-1,-1,-1,-1,-1
6,8,2/19/10,45497.57,43.58,2.514,-1,-1,-1,-1,-1
6,9,2/19/10,28186.59,43.58,2.514,-1,-1,-1,-1,-1
6,10,2/19/10,48176.55,43.58,2.514,-1,-1,-1,-1,-1
6,11,2/19/10,16198.86,43.58,2.514,-1,-1,-1,-1,-1
6,12,2/19/10,6212.79,43.58,2.514,-1,-1,-1,-1,-1
6,13,2/19/10,37257.41,43.58,2.514,-1,-1,-1,-1,-1
6,14,2/19/10,23989.81,43.58,2.514,-1,-1,-1,-1,-1
1,1,2/26/10,19403.54,46.63,2.561,-1,-1,-1,-1,-1
1,2,2/26/10,44292.87,46.63,2.561,-1,-1,-1,-1,-1
1,3,2/26/10,11135.17,46.63,2.561,-1,-1,-1,-1,-1
1,4,2/26/10,34660.16,46.63,2.561,-1,-1,-1,-1,-1
1,5,2/26/10,24101.89,46.63,2.561,-1,-1,-1,-1,-1
1,6,2/26/10,5244.56,46.63,2.561,-1,-1,-1,-1,-1
1,7,2/26/10,17224.22,46.63,2.561,-1,-1,-1,-1,-1
1,8,2/26/10,35318.2,46.63,2.561,-1,-1,-1,-1,-1
1,9,2/26/10,15175.52,46.63,2.561,-1,-1,-1,-1,-1
1,10,2/26/10,27921.96,46.63,2.561,-1,-1,-1,-1,-1
1,11,2/26/10,17306.61,46.63,2.561,-1,-1,-1,-1,-1
1,12,2/26/10,9015.37,46.63,2.561,-1,-1,-1,-1,-1
1,13,2/26/10,37467.32,46.63,2.561,-1,-1,-1,-1,-1
1,14,2/26/10,16118.26,46.63,2.561,-1,-1,-1,-1,-1
2,1,2/26/10,25962.32,46.1,2.561,-1,-1,-1,-1,-1
2,2,2/26/10,64963.9,46.1,2.561,-1,-1,-1,-1,-1
2,3,2/26/10,15635.95,46.1,2.561,-1,-1,-1,-1,-1
2,4,2/26/10,42126.71,46.1,2.561,-1,-1,-1,-1,-1
2,5,2/26/10,26394.97,46.1,2.561,-1,-1,-1,-1,-1
2,6,2/26/10,8273.51,46.1,2.561,-1,-1,-1,-1,-1
2,7,2/26/10,24275.91,46.1,2.561,-1,-1,-1,-1,-1
2,8,2/26/10,61875.48,46.1,2.561,-1,-1,-1,-1,-1
2,9,2/26/10,24049.15,46.1,2.561,-1,-1,-1,-1,-1
2,10,2/26/10,41137.74,46.1,2.561,-1,-1,-1,-1,-1
2,11,2/26/10,19397.41,46.1,2.561,-1,-1,-1,-1,-1
2,12,2/26/10,7281.54,46.1,2.561,-1,-1,-1,-1,-1
2,13,2/26/10,50308,46.1,2.561,-1,-1,-1,-1,-1
2,14,2/26/10,23585.55,46.1,2.561,-1,-1,-1,-1,-1
3,1,2/26/10,4992,52.05,2.561,-1,-1,-1,-1,-1
3,2,2/26/10,15112.23,52.05,2.561,-1,-1,-1,-1,-1
3,3,2/26/10,4807.77,52.05,2.561,-1,-1,-1,-1,-1
3,4,2/26/10,8012.43,52.05,2.561,-1,-1,-1,-1,-1
3,5,2/26/10,9913.15,52.05,2.561,-1,-1,-1,-1,-1
3,6,2/26/10,2289.72,52.05,2.561,-1,-1,-1,-1,-1
3,7,2/26/10,8826.12,52.05,2.561,-1,-1,-1,-1,-1
3,8,2/26/10,8971.63,52.05,2.561,-1,-1,-1,-1,-1
3,9,2/26/10,5125.37,52.05,2.561,-1,-1,-1,-1,-1
3,10,2/26/10,9937.75,52.05,2.561,-1,-1,-1,-1,-1
3,11,2/26/10,4613.46,52.05,2.561,-1,-1,-1,-1,-1
3,12,2/26/10,1934.68,52.05,2.561,-1,-1,-1,-1,-1
3,13,2/26/10,11247.83,52.05,2.561,-1,-1,-1,-1,-1
3,14,2/26/10,5550.58,52.05,2.561,-1,-1,-1,-1,-1
4,1,2/26/10,30107.54,41.36,2.59,-1,-1,-1,-1,-1
4,2,2/26/10,84405.45,41.36,2.59,-1,-1,-1,-1,-1
4,3,2/26/10,14490.06,41.36,2.59,-1,-1,-1,-1,-1
4,4,2/26/10,54687.08,41.36,2.59,-1,-1,-1,-1,-1
4,5,2/26/10,37590.77,41.36,2.59,-1,-1,-1,-1,-1
4,6,2/26/10,10871.94,41.36,2.59,-1,-1,-1,-1,-1
4,7,2/26/10,33186.53,41.36,2.59,-1,-1,-1,-1,-1
4,8,2/26/10,66705.03,41.36,2.59,-1,-1,-1,-1,-1
4,9,2/26/10,22819.83,41.36,2.59,-1,-1,-1,-1,-1
4,10,2/26/10,35973.26,41.36,2.59,-1,-1,-1,-1,-1
4,11,2/26/10,21829.06,41.36,2.59,-1,-1,-1,-1,-1
4,12,2/26/10,8821.43,41.36,2.59,-1,-1,-1,-1,-1
4,13,2/26/10,67867.44,41.36,2.59,-1,-1,-1,-1,-1
4,14,2/26/10,28956.69,41.36,2.59,-1,-1,-1,-1,-1
5,1,2/26/10,7168.41,46.7,2.561,-1,-1,-1,-1,-1
5,2,2/26/10,11452.33,46.7,2.561,-1,-1,-1,-1,-1
5,3,2/26/10,3181.87,46.7,2.561,-1,-1,-1,-1,-1
5,4,2/26/10,9297.39,46.7,2.561,-1,-1,-1,-1,-1
5,5,2/26/10,4284.02,46.7,2.561,-1,-1,-1,-1,-1
5,6,2/26/10,1761.47,46.7,2.561,-1,-1,-1,-1,-1
5,7,2/26/10,3921.55,46.7,2.561,-1,-1,-1,-1,-1
5,8,2/26/10,13157.07,46.7,2.561,-1,-1,-1,-1,-1
5,9,2/26/10,5619.57,46.7,2.561,-1,-1,-1,-1,-1
5,10,2/26/10,8683.35,46.7,2.561,-1,-1,-1,-1,-1
5,11,2/26/10,4898.06,46.7,2.561,-1,-1,-1,-1,-1
5,12,2/26/10,2294.15,46.7,2.561,-1,-1,-1,-1,-1
5,13,2/26/10,9922.82,46.7,2.561,-1,-1,-1,-1,-1
5,14,2/26/10,3875.23,46.7,2.561,-1,-1,-1,-1,-1
6,1,2/26/10,19896.08,47.1,2.561,-1,-1,-1,-1,-1
6,2,2/26/10,46128.34,47.1,2.561,-1,-1,-1,-1,-1
6,3,2/26/10,12539.36,47.1,2.561,-1,-1,-1,-1,-1
6,4,2/26/10,30353.02,47.1,2.561,-1,-1,-1,-1,-1
6,5,2/26/10,34512.88,47.1,2.561,-1,-1,-1,-1,-1
6,6,2/26/10,7558.6,47.1,2.561,-1,-1,-1,-1,-1
6,7,2/26/10,21214.22,47.1,2.561,-1,-1,-1,-1,-1
6,8,2/26/10,44403.54,47.1,2.561,-1,-1,-1,-1,-1
6,9,2/26/10,30714.86,47.1,2.561,-1,-1,-1,-1,-1
6,10,2/26/10,40644.91,47.1,2.561,-1,-1,-1,-1,-1
6,11,2/26/10,15893.79,47.1,2.561,-1,-1,-1,-1,-1
6,12,2/26/10,6259.91,47.1,2.561,-1,-1,-1,-1,-1
6,13,2/26/10,35938.9,47.1,2.561,-1,-1,-1,-1,-1
6,14,2/26/10,22353.53,47.1,2.561,-1,-1,-1,-1,-1
1,1,3/5/10,21827.9,46.5,2.625,-1,-1,-1,-1,-1
1,2,3/5/10,48397.98,46.5,2.625,-1,-1,-1,-1,-1
1,3,3/5/10,12275.58,46.5,2.625,-1,-1,-1,-1,-1
1,4,3/5/10,38086.19,46.5,2.625,-1,-1,-1,-1,-1
1,5,3/5/10,23082.14,46.5,2.625,-1,-1,-1,-1,-1
1,6,3/5/10,4221.25,46.5,2.625,-1,-1,-1,-1,-1
1,7,3/5/10,19659.7,46.5,2.625,-1,-1,-1,-1,-1
1,8,3/5/10,38776.09,46.5,2.625,-1,-1,-1,-1,-1
1,9,3/5/10,24064.7,46.5,2.625,-1,-1,-1,-1,-1
1,10,3/5/10,33299.27,46.5,2.625,-1,-1,-1,-1,-1
1,11,3/5/10,19082.9,46.5,2.625,-1,-1,-1,-1,-1
1,12,3/5/10,10239.06,46.5,2.625,-1,-1,-1,-1,-1
1,13,3/5/10,40423.95,46.5,2.625,-1,-1,-1,-1,-1
1,14,3/5/10,18268.78,46.5,2.625,-1,-1,-1,-1,-1
2,1,3/5/10,27372.05,47.17,2.625,-1,-1,-1,-1,-1
2,2,3/5/10,68428.64,47.17,2.625,-1,-1,-1,-1,-1
2,3,3/5/10,14895.96,47.17,2.625,-1,-1,-1,-1,-1
2,4,3/5/10,46937.81,47.17,2.625,-1,-1,-1,-1,-1
2,5,3/5/10,28609.08,47.17,2.625,-1,-1,-1,-1,-1
2,6,3/5/10,6068.64,47.17,2.625,-1,-1,-1,-1,-1
2,7,3/5/10,29442.87,47.17,2.625,-1,-1,-1,-1,-1
2,8,3/5/10,67041.18,47.17,2.625,-1,-1,-1,-1,-1
2,9,3/5/10,29094,47.17,2.625,-1,-1,-1,-1,-1
2,10,3/5/10,39883.5,47.17,2.625,-1,-1,-1,-1,-1
2,11,3/5/10,21422.84,47.17,2.625,-1,-1,-1,-1,-1
2,12,3/5/10,8806.59,47.17,2.625,-1,-1,-1,-1,-1
2,13,3/5/10,52696.93,47.17,2.625,-1,-1,-1,-1,-1
2,14,3/5/10,24936.9,47.17,2.625,-1,-1,-1,-1,-1
3,1,3/5/10,5172.73,53.04,2.625,-1,-1,-1,-1,-1
